doc_id,domain,char_length,word_count,sentence_count,title_length,title,entity_count,relation_count
Academic_disciplines_0,Unknown,0,0,0,26,Anthropocene_Working_Group,50,29
Academic_disciplines_1,Unknown,0,0,0,15,Applied_history,20,18
Academic_disciplines_2,Unknown,0,0,0,22,Bolognese_bell_ringing,16,9
Academic_disciplines_3,Unknown,0,0,0,22,Cylinder_Audio_Archive,16,9
Academic_disciplines_4,Unknown,0,0,0,14,Drug_education,14,7
Academic_disciplines_5,Unknown,0,0,0,21,Environmental_studies,21,16
Academic_disciplines_6,Unknown,0,0,0,64,Essay_on_a_Course_of_Liberal_Education_for_Civil_and_Active_Life,17,9
Academic_disciplines_7,Unknown,0,0,0,17,Legal_archaeology,6,5
Academic_disciplines_8,Unknown,0,0,0,17,Literary_nonsense,34,19
Academic_disciplines_10,Unknown,0,0,0,20,Philosophy_of_design,5,4
Academic_disciplines_11,Unknown,0,0,0,18,The_Art_Assignment,44,11
Academic_disciplines_12,Unknown,0,0,0,24,The_Problems_of_Genocide,26,14
Academic_disciplines_13,Unknown,0,0,0,19,The_Sexual_Contract,29,15
Academic_disciplines_14,Unknown,0,0,0,13,Xanadu_Houses,12,11
Academic_disciplines_15,Unknown,0,0,0,13,Yessiey_Award,4,2
Business_0,Unknown,0,0,0,26,Application_for_employment,19,9
Business_1,Unknown,0,0,0,22,Blame_in_organizations,14,11
Business_2,Unknown,0,0,0,21,Business_architecture,28,25
Business_3,Unknown,0,0,0,25,Communities_of_innovation,23,8
Business_4,Unknown,0,0,0,7,Company,25,9
Business_5,Unknown,0,0,0,19,Desktop_outsourcing,29,11
Business_6,Unknown,0,0,0,28,Global_Entrepreneurship_Week,51,13
Business_7,Unknown,0,0,0,11,News_values,20,6
Business_8,Unknown,0,0,0,24,Road_warrior_(computing),19,5
Business_9,Unknown,0,0,0,7,Vanpool,22,11
Culture_0,Unknown,0,0,0,17,Artificial_plants,51,17
Culture_1,Unknown,0,0,0,19,Born_Sexy_Yesterday,45,18
Culture_2,Unknown,0,0,0,18,Civilization_state,20,7
Culture_3,Unknown,0,0,0,19,Clothing_physiology,13,7
Culture_4,Unknown,0,0,0,17,Consensus_reality,11,8
Culture_5,Unknown,0,0,0,33,John_Hopkins_(political_activist),46,37
Culture_6,Unknown,0,0,0,11,Pet_culture,13,35
Culture_7,Unknown,0,0,0,11,Repurposing,15,12
Culture_8,Unknown,0,0,0,18,The_Triple_Package,20,13
Culture_9,Unknown,0,0,0,4,Xeer,20,24
Economy_0,Unknown,0,0,0,19,Bare_minimum_Monday,13,3
Economy_1,Unknown,0,0,0,25,Central_bank_independence,8,6
Economy_2,Unknown,0,0,0,16,Consumer_economy,63,27
Economy_3,Unknown,0,0,0,18,Consumer_education,18,10
Economy_4,Unknown,0,0,0,12,Data_culture,21,13
Economy_5,Unknown,0,0,0,19,Economic_consulting,13,6
Economy_6,Unknown,0,0,0,7,Economy,33,11
Economy_7,Unknown,0,0,0,13,Law_of_supply,8,10
Economy_8,Unknown,0,0,0,15,Necrocapitalism,14,11
Economy_9,Unknown,0,0,0,11,New_economy,28,26
Economy_10,Unknown,0,0,0,29,Primary_sector_of_the_economy,21,10
Economy_11,Unknown,0,0,0,17,Registered_office,16,8
Economy_12,Unknown,0,0,0,17,Sabbath_economics,13,10
Economy_13,Unknown,0,0,0,12,Silent_trade,24,14
Engineering_1,Unknown,0,0,0,18,Amasa_Stone_Bishop,22,11
Engineering_0,Unknown,0,0,0,7,ARP4761,25,13
Engineering_2,Unknown,0,0,0,17,Bug_(engineering),15,10
Engineering_4,Unknown,0,0,0,24,Engineering_technologist,35,13
Engineering_3,Unknown,0,0,0,19,Gravimetric_blender,12,8
Engineering_5,Unknown,0,0,0,22,History_of_engineering,40,15
Engineering_6,Unknown,0,0,0,53,History_of_women_in_engineering_in_the_United_Kingdom,16,10
Engineering_7,Unknown,0,0,0,28,Mineral_Products_Association,31,18
Engineering_8,Unknown,0,0,0,33,Pressure_Equipment_Directive_(EU),11,10
Engineering_9,Unknown,0,0,0,15,Resilience_week,13,13
Engineering_10,Unknown,0,0,0,33,Social_construction_of_technology,21,18
Engineering_11,Unknown,0,0,0,55,"Tests_of_Engineering_Aptitude,_Mathematics,_and_Science",6,7
Engineering_12,Unknown,0,0,0,31,Washington_Accord_(credentials),32,30
Food_and_drink_0,Unknown,0,0,0,7,Custard,32,12
Food_and_drink_1,Unknown,0,0,0,23,Dairy_in_the_New_Garden,21,13
Food_and_drink_2,Unknown,0,0,0,8,Drinking,74,11
Food_and_drink_3,Unknown,0,0,0,10,Energy_gel,23,11
Food_and_drink_4,Unknown,0,0,0,16,Food_engineering,56,13
Food_and_drink_5,Unknown,0,0,0,9,Irreechaa,15,26
Food_and_drink_6,Unknown,0,0,0,6,Liquor,28,13
Food_and_drink_7,Unknown,0,0,0,21,Night_of_the_Radishes,17,6
Food_and_drink_8,Unknown,0,0,0,10,Pagophagia,25,7
Food_and_drink_9,Unknown,0,0,0,28,Wilderness-acquired_diarrhea,20,7
Geography_0,Unknown,0,0,0,11,Age_of_Sail,33,6
Geography_1,Unknown,0,0,0,20,Churbaierische_Atlas,22,6
Geography_2,Unknown,0,0,0,24,Five_themes_of_geography,14,7
Geography_3,Unknown,0,0,0,28,Four_traditions_of_geography,15,19
Geography_4,Unknown,0,0,0,13,Geography_Cup,30,22
Geography_5,Unknown,0,0,0,20,Jebel_Akhdar_(Libya),19,13
Geography_6,Unknown,0,0,0,12,Land_systems,6,5
Geography_7,Unknown,0,0,0,28,Rosgen_Stream_Classification,20,17
Health_0,Unknown,0,0,0,32,Anxiety_buffer_disruption_theory,35,8
Health_1,Unknown,0,0,0,28,Bioenvironmental_Engineering,38,15
Health_2,Unknown,0,0,0,42,Homeschooling_during_the_COVID-19_pandemic,21,8
Health_3,Unknown,0,0,0,8,Kate_Rew,31,9
Health_4,Unknown,0,0,0,18,Open-air_treatment,14,9
Health_5,Unknown,0,0,0,27,Patient_management_software,17,13
Health_6,Unknown,0,0,0,28,Smell_as_evidence_of_disease,12,7
Health_7,Unknown,0,0,0,23,Value-based_health_care,11,5
History_0,Unknown,0,0,0,17,Archival_research,35,12
History_1,Unknown,0,0,0,9,Cosmogony,24,9
History_2,Unknown,0,0,0,16,Cultural_history,30,8
History_3,Unknown,0,0,0,21,Dawid_Moryc_Apfelbaum,19,15
History_4,Unknown,0,0,0,21,History_of_Tat_people,28,20
History_5,Unknown,0,0,0,26,Hugh_Llewellyn_Keenleyside,38,10
History_6,Unknown,0,0,0,45,International_Students_of_History_Association,35,17
History_7,Unknown,0,0,0,41,List_of_preserved_historic_blast_furnaces,13,11
History_8,Unknown,0,0,0,20,National_History_Day,25,15
History_9,Unknown,0,0,0,42,North_American_Society_for_Oceanic_History,16,12
Humanities_0,Unknown,0,0,0,15,Bells_on_Sunday,10,7
Humanities_1,Unknown,0,0,0,11,Book_desert,23,16
Humanities_2,Unknown,0,0,0,10,Cretan_Lie,18,8
Humanities_3,Unknown,0,0,0,24,Development_anthropology,29,18
Humanities_4,Unknown,0,0,0,29,Digital_Humanities_conference,8,5
Humanities_5,Unknown,0,0,0,10,Eskimology,33,15
Humanities_7,Unknown,0,0,0,19,Gender_and_politics,17,7
Humanities_6,Unknown,0,0,0,24,GLAM_(cultural_heritage),15,5
Humanities_8,Unknown,0,0,0,14,Nature_writing,24,14
Humanities_9,Unknown,0,0,0,15,Social_practice,12,8
Humanities_10,Unknown,0,0,0,29,Uncertainty_management_theory,14,10
Information_0,Unknown,0,0,0,22,Adversarial_stylometry,32,15
Information_1,Unknown,0,0,0,37,Animal_rights_by_country_or_territory,12,39
Information_2,Unknown,0,0,0,18,Belgrade_IT_sector,28,12
Information_3,Unknown,0,0,0,13,Coinmarketcap,22,8
